_id,id,asset_id,location,alternative_name,type,location_details,url,address,geometry
273,349,2608,Spenvalley Park,Spenvallley Park Playground Drinking Fountain,Drinking Fountain,Located along the pathway northeast of the playground.,https://www.toronto.ca/data/parks/prd/facilities/complex/349/index.html,130 Spenvalley Dr  ,"c(-79.5067821712998, 43.7441669726253)"
274,571,2729,Wexford Park,Wexford Park Playground Drinking Fountain,Drinking Fountain,Located southwest of the playground on the south side of the fieldhouse.,https://www.toronto.ca/data/parks/prd/facilities/complex/571/index.html,55 Elm Bank Rd  ,"c(-79.297162690722, 43.73363260032)"
275,543,2561,Thomson Memorial Park,Thomson Memorial Park South Washroom Drinking Fountain,Drinking Fountain,Located outside the south washroom building of the park.,https://www.toronto.ca/data/parks/prd/facilities/complex/543/index.html,1005 Brimley Rd  ,"c(-79.2553063666319, 43.7576399045592)"
276,704,2136,Maryvale Park,Maryvale Park Tennis Court Drinking Fountain,Drinking Fountain,Located at the entrance to the tennis courts.,https://www.toronto.ca/data/parks/prd/facilities/complex/704/index.html,5 Trestleside Grv  ,"c(-79.3062193397779, 43.7538708225375)"
277,2037,2220,Jack Goodlad Park,Jack Goodlad Park Drinking Fountain,Drinking Fountain,Located on the outside of the washroom building next to the basketball court.,https://www.toronto.ca/data/parks/prd/facilities/complex/2037/index.html,929 Kennedy Rd  ,"c(-79.2709203229005, 43.7423417884548)"
278,576,2390,Corvette Park,Corvette Park Drinking Fountain,Drinking Fountain,Located at the east end of the park on a grassy area next to the playground.,https://www.toronto.ca/data/parks/prd/facilities/complex/576/index.html,40 Corvette Ave  ,"c(-79.2587117954634, 43.7269921997539)"
279,19,2656,Rosetta McClain Gardens,Rosetta McClain Gardens Drinking Fountain,Drinking Fountain,Located on the east side of the pathway leading from the north end of the washroom building.,https://www.toronto.ca/data/parks/prd/facilities/complex/19/index.html,5 Glen Everest Rd  ,"c(-79.2558449483235, 43.6968438611131)"
280,1088,2123,Milliken Park,Milliken Park Splash Pad Drinking Water Station,"Drinking Fountain, Dog Fountain",Located  north of the splash pad along the pathway.,https://www.toronto.ca/data/parks/prd/facilities/complex/1088/index.html,5555 Steeles Ave  E ,"c(-79.2698213563783, 43.8294286415381)"
281,708,2120,Major Abbas Ali Park,Major Abbas Ali Park Drinking Fountain,Drinking Fountain,Located west of the washroom building.,https://www.toronto.ca/data/parks/prd/facilities/complex/708/index.html,180 Mclevin Ave  ,"c(-79.2310198746845, 43.8037143958814)"
282,1707,2526,Toronto Music Garden,Toronto Music Garden Ornamental Fountain Drinking Fountain,Drinking Fountain,Located along the pathway at the intersection between the ornamental fountain and the outdoor concert theatre.,https://www.toronto.ca/data/parks/prd/facilities/complex/1707/index.html,479 Queens Quay W ,"c(-79.394255157197, 43.6370460436068)"
283,2420,2150,Maple Leaf Forever Park,Maple Leaf Forever Park Playground Drinking Water Station,"Drinking Fountain, Dog Fountain",Located east of the playground.,https://www.toronto.ca/data/parks/prd/facilities/complex/2420/index.html,62 Laing St  ,"c(-79.3277317908661, 43.6630035982291)"
284,2236,2383,Coxwell Avenue Parkette,Coxwell Avenue Parkette Drinking Fountain,Drinking Fountain,Located on the pathway south of the basketball court. ,https://www.toronto.ca/data/parks/prd/facilities/complex/2236/index.html,429 Coxwell Ave  ,"c(-79.3208723317492, 43.6778240656635)"
285,311,2156,Woodbine Beach Park,Woodbine Beach Park Boardwalk Drinking Fountain,Drinking Fountain,Located north of the boardwalk east of the parking lot.,https://www.toronto.ca/data/parks/prd/facilities/complex/311/index.html,1675 Lake Shore Blvd  E ,"c(-79.3076300929337, 43.6632116398701)"
286,195,2598,St. Mary Street Parkette,St. Mary Street Parkette Drinking Fountain,Drinking Fountain,Located on the south side of the parkette. ,https://www.toronto.ca/data/parks/prd/facilities/complex/195/index.html,26 St Mary St  ,"c(-79.3869173162285, 43.6678746216852)"
287,177,2735,Moss Park,Moss Park Drinking Water Station,"Drinking Fountain, Dog Fountain",Located between the tennis courts and the baseball diamond.,https://www.toronto.ca/data/parks/prd/facilities/complex/177/index.html,150 Sherbourne St  ,"c(-79.3719022958901, 43.6552199283183)"
288,177,2736,Moss Park,Moss Park Drinking Fountain,Drinking Fountain,"Located by the bike share station, along Queen Street.",https://www.toronto.ca/data/parks/prd/facilities/complex/177/index.html,150 Sherbourne St  ,"c(-79.371142732796, 43.6543294158519)"
289,241,2517,Trinity Bellwoods Park,Trinity Bellwoods Park Wading Pool Drinking Fountain,Drinking Fountain,Located north of the wading pool.,https://www.toronto.ca/data/parks/prd/facilities/complex/241/index.html,790 Queen St  W ,"c(-79.414584800653, 43.6469279165604)"
290,241,2518,Trinity Bellwoods Park,Trinity Bellwoods Park Dundas St W Drinking Fountain,Drinking Fountain,Located at the Dundas Street West entrance of the park.,https://www.toronto.ca/data/parks/prd/facilities/complex/241/index.html,790 Queen St  W ,"c(-79.4158591867405, 43.6502283714957)"
291,284,2702,Perth Square Park,Perth Square Park Splash Pad Drinking Fountain,Drinking Fountain,Located next to the splash pad.,https://www.toronto.ca/data/parks/prd/facilities/complex/284/index.html,350 Perth Ave  ,"c(-79.4521472939652, 43.6641417788384)"
292,1053,2445,Campbell Avenue Park,Campbell Avenue Park Drinking Fountain,Drinking Fountain,Located on the west side of the wading pool. ,https://www.toronto.ca/data/parks/prd/facilities/complex/1053/index.html,225 Campbell Ave  ,"c(-79.4487396302345, 43.6633075586968)"
293,87,2358,Dufferin Grove Park,Dufferin Grove Park Sports Field Drinking Fountain,Drinking Fountain,Located on north side of the washroom building beside the sports field.,https://www.toronto.ca/data/parks/prd/facilities/complex/87/index.html,875 Dufferin St  ,"c(-79.432267978054, 43.6571012336)"
294,108,2344,East Lynn Park,East Lynn Park North Drinking Fountain,Drinking Fountain,Located on the pathway at the north end of the park from Danforth Avenue.,https://www.toronto.ca/data/parks/prd/facilities/complex/108/index.html,1949 Danforth Ave  ,"c(-79.3156614907644, 43.6848887268556)"
295,107,2199,Kew Gardens,Kew Gardens Baseball Diamond Drinking Fountain,Drinking Fountain,Located along the east side of the baseball diamond.,https://www.toronto.ca/data/parks/prd/facilities/complex/107/index.html,2075 Queen St  E ,"c(-79.2980899667468, 43.668513203619)"
296,107,2200,Kew Gardens,Kew Gardens Wading Pool Drinking Fountain,Drinking Fountain,Located next to the wading pool.,https://www.toronto.ca/data/parks/prd/facilities/complex/107/index.html,2075 Queen St  E ,"c(-79.2996874672292, 43.6695554805853)"
297,1860,2627,Sherbourne Common,Sherbourne Common Drinking Fountain,Drinking Fountain,Located in the outdoor ice rink building on the south side of Queens Quay East.,https://www.toronto.ca/data/parks/prd/facilities/complex/1860/index.html,5 Lower Sherbourne St  ,"c(-79.3646042293011, 43.6445489724339)"
298,772,2418,Viewmount Park,Viewmount Park Tennis Court Drinking Fountain,Drinking Fountain,Located west of the outdoor tennis courts along the north side of the Community Centre.,https://www.toronto.ca/data/parks/prd/facilities/complex/772/index.html,169 Viewmount Ave  ,"c(-79.4372387106711, 43.7076497612437)"
299,1451,2406,Cliff Lumsdon Park,Cliff Lumsdon Park Drinking Fountain,Drinking Fountain,Located on the pathway near the west end of the park.,https://www.toronto.ca/data/parks/prd/facilities/complex/1451/index.html,101 Lake Shore Dr  ,"c(-79.5021211546433, 43.5950620047945)"
300,1882,2327,ETOBICOKE VALLEY PARK,Etobicoke Valley Park Baseball Diamond Drinking Fountain,Drinking Fountain,Located at the north end of the park near the washroom building.,https://www.toronto.ca/data/parks/prd/facilities/complex/1882/index.html,90 Lothian Ave  ,"c(-79.556916678115, 43.6042908675409)"
301,361,2481,Bartlett Parkette,Bartlett Parkette Drinking Fountain,Drinking Fountain,Located on the grassy area south of the sports pad. ,https://www.toronto.ca/data/parks/prd/facilities/complex/361/index.html,160 Geary Ave  ,"c(-79.4360124958537, 43.670292592234)"
302,367,2147,Chandos Park North,Chandos Park North Drinking Fountain,Drinking Fountain,Located on the grassy area between Chandos Avenue sidewalk and the sports pad.,https://www.toronto.ca/data/parks/prd/facilities/complex/367/index.html,75 Lightbourn Ave  ,"c(-79.4427290817137, 43.6708158472262)"
303,2006,2159,Westmount Park,Westmount Park Playground Drinking Fountain,Drinking Fountain,Located north of the playground along the pathway.,https://www.toronto.ca/data/parks/prd/facilities/complex/2006/index.html,22 Arcade Dr  ,"c(-79.5184195122032, 43.6878420179057)"
304,150,2681,RAINBOW PARK,Rainbow Park Playground Drinking Fountain,Drinking Fountain,Located next to the playground.,https://www.toronto.ca/data/parks/prd/facilities/complex/150/index.html,47 Denison Ave  ,"c(-79.4836125534217, 43.7204192749493)"
305,442,2706,Parliament Square Park,Parliament Square Park Drinking Fountain,Drinking Fountain,Located in the southwest corner of the park.,https://www.toronto.ca/data/parks/prd/facilities/complex/442/index.html,44 Parliament St  ,"c(-79.3630596467821, 43.6495233124101)"
306,313,2690,Pricefield Road Playground,Pricefield Road Playground Drinking Water Station,"Drinking Fountain, Dog Fountain",Located south of the playground.,https://www.toronto.ca/data/parks/prd/facilities/complex/313/index.html,50 Pricefield Rd  ,"c(-79.3884151250464, 43.6811981825511)"
307,72,2313,Fred Hamilton Playground,Fred Hamilton Playground Bicycle Rack Drinking Fountain,Drinking Fountain,Located beside the bicycle racks near the north end of the park beside Shaw Street.,https://www.toronto.ca/data/parks/prd/facilities/complex/72/index.html,155 Roxton Rd  ,"c(-79.4199286128695, 43.6536796045602)"
308,291,2275,Healey Willan Park,Healey Willan Park Wading Pool Drinking Fountain,Drinking Fountain,Located next to the wading pool.,https://www.toronto.ca/data/parks/prd/facilities/complex/291/index.html,504 Euclid Ave  ,"c(-79.4130835634675, 43.659374576725)"
309,150,2676,Randy Padmore Park,Randy Padmore Park Wading Pool Drinking Fountain,Drinking Fountain,Located next to the wading pool.,https://www.toronto.ca/data/parks/prd/facilities/complex/150/index.html,47 Denison Ave  ,"c(-79.4009686827261, 43.6497317446278)"
310,224,2722,Northumberland Playground,Northhumberland Playground Wading Pool Drinking Fountain,Drinking Fountain,Located next to the wading pool.,https://www.toronto.ca/data/parks/prd/facilities/complex/224/index.html,770 Ossington Ave  ,"c(-79.4263153861606, 43.6628296728007)"
311,455,2134,Massey Harris Park,Massey Harris Park Drinking Water Station,"Drinking Fountain, Dog Fountain",Located under the shade structure.,https://www.toronto.ca/data/parks/prd/facilities/complex/455/index.html,945 King St  W ,"c(-79.4134160375633, 43.6414432213448)"
312,1084,2176,Liberty Village Park,Liberty Village Park Drinking Water Station,"Drinking Fountain, Dog Fountain",Located west of the heritage building.,https://www.toronto.ca/data/parks/prd/facilities/complex/1084/index.html,70 East Liberty St  ,"c(-79.4146067541861, 43.6387889668123)"
313,212,2590,Stanley Park North - Toronto,Stanley Park North Toronto Wading Pool Drinking Fountain,Drinking Fountain,Located south of the wading pool. ,https://www.toronto.ca/data/parks/prd/facilities/complex/212/index.html,890 King St  W ,"c(-79.409656893352, 43.6427880730558)"
314,227,2566,Taddle Creek Park,Taddle Creek Park Drinking Fountain,Drinking Fountain,Located at the southeast corner of the park on the south side of the pathway to Bedford Road.,https://www.toronto.ca/data/parks/prd/facilities/complex/227/index.html,40 Bedford Rd  ,"c(-79.3982621228935, 43.6697825760025)"
315,255,2428,Victoria Memorial Square Park,Victoria Memorial Square Park Drinking Fountain,Drinking Fountain,Located on the east side of the pathway on the southwest corner of the park.,https://www.toronto.ca/data/parks/prd/facilities/complex/255/index.html,10 Niagara St  ,"c(-79.4005034045164, 43.6423204566981)"
316,1707,2527,Toronto Music Garden,Toronto Music Garden Fieldhouse Drinking Fountain,Drinking Fountain,"Located at the southeast corner of the park, south of the fieldhouse.",https://www.toronto.ca/data/parks/prd/facilities/complex/1707/index.html,479 Queens Quay W ,"c(-79.3926824743086, 43.6369444556832)"
317,211,2404,Close Avenue Parkette,Close Avenue Parkette Bottle Filling Station,Bottle Filling Station,Located on the north side of the wading pool.,https://www.toronto.ca/data/parks/prd/facilities/complex/211/index.html,116 Close Ave  ,"c(-79.4348868910826, 43.6370474673517)"
318,11,13270,G. Ross Lord Park,G. Ross Lord Park Picnic Shelter Drinking Fountain,Drinking Fountain,"Loacted on the grassy area 17m north of the park road, northeast of the picnic shelter.",https://www.toronto.ca/data/parks/prd/facilities/complex/11/index.html,4801 Dufferin St  ,"c(-79.4675238317778, 43.7793291299424)"
319,1079,2342,East Point Park,East Point Park East Baseball Diamonds Drinking Fountain ,Drinking Fountain,Located on the pathway between the baseball diamonds east of the park building.,https://www.toronto.ca/data/parks/prd/facilities/complex/1079/index.html,101 Copperfield Rd  ,"c(-79.1622421517215, 43.7601414399241)"
320,2732,2745,Alexander The Great Parkette,Alexander the Great Parkette Drinking Fountain,Drinking Fountain,Located at the south end of the park near the corner of Logan Avenue and Danforth Avenue.,https://www.toronto.ca/data/parks/prd/facilities/complex/2732/index.html, Logan Ave  ,"c(-79.3494742481781, 43.6782184295163)"
321,1476,2686,York Mills Valley Park,York Mills Valley Park Playground Drinking Fountain,Drinking Fountain,Located north of the playground along the pathway.,https://www.toronto.ca/data/parks/prd/facilities/complex/1476/index.html,3865 Yonge St  ,"c(-79.4037849527891, 43.7396421307556)"
322,238,2513,Trinity Square,Trinity Square Drinking Fountain,Drinking Fountain,Located in the centre of the square. ,https://www.toronto.ca/data/parks/prd/facilities/complex/238/index.html,19 Trinity Sq  ,"c(-79.3819296998415, 43.6545412741266)"
323,335,2449,Budapest Park,Budapest Park Wading Pool Drinking Fountain,Drinking Fountain,Located on the north side of the wading pool.,https://www.toronto.ca/data/parks/prd/facilities/complex/335/index.html,1575 Lake Shore Blvd  W ,"c(-79.4529962464524, 43.6374481245245)"
324,1860,2628,Sherbourne Common,Sherbourne Common Playground Drinking Fountain,Drinking Fountain,Located along the pathway in between the two playground areas.,https://www.toronto.ca/data/parks/prd/facilities/complex/1860/index.html,5 Lower Sherbourne St  ,"c(-79.365659951403, 43.6458466330332)"
325,128,2168,Little Norway Park,Little Norway Park Playground Drinking Fountain,Drinking Fountain,"Located in the playground, south of the wading pool.",https://www.toronto.ca/data/parks/prd/facilities/complex/128/index.html,659 Queens Quay  W ,"c(-79.3980313960767, 43.6337550516035)"
